open_time,open,high,low,close,volume
2020/9/30 10:09,10799.78,10801.05,10795.5,10795.58,27.898409
2020/9/30 10:10,10795.58,10796.26,10790,10793.75,23.65522
2020/9/30 10:11,10793.75,10797.79,10793.17,10797.71,9.609852
2020/9/30 10:12,10797.71,10799.04,10796.97,10797.88,10.555312
2020/9/30 10:13,10797.89,10802.74,10797.65,10800.04,14.565915
2020/9/30 10:14,10800.04,10803.37,10800.04,10802.85,12.513594
2020/9/30 10:15,10802.84,10803.65,10802.84,10803.51,13.759115
2020/9/30 10:16,10803.5,10811.21,10803.5,10811.01,30.041952
2020/9/30 10:17,10811.02,10814.49,10810.62,10810.62,28.917555
2020/9/30 10:18,10810.59,10827.56,10806.01,10816.45,146.232732
2020/9/30 10:19,10816.46,10816.46,10806,10806.01,24.760168
2020/9/30 10:20,10806.01,10806.01,10798.79,10799.37,30.688157
2020/9/30 10:21,10799.37,10804.72,10799.28,10803.09,22.455046
2020/9/30 10:22,10803.09,10807.08,10801,10804.99,22.403663
2020/9/30 10:23,10804.99,10805.47,10804.46,10804.46,22.532586
2020/9/30 10:24,10804.46,10804.47,10802.01,10802.6,17.192087
2020/9/30 10:25,10802.61,10804.63,10798.42,10801.24,39.474187
2020/9/30 10:26,10801.24,10807.52,10801.24,10804.03,58.030425
2020/9/30 10:27,10804.02,10813.09,10804.02,10811.37,14.997808
2020/9/30 10:28,10811.38,10811.47,10809.16,10809.6,11.12175
2020/9/30 10:29,10809.61,10813.91,10809.5,10813.9,18.365797
2020/9/30 10:30,10813.91,10813.91,10806.2,10808.24,16.32896
2020/9/30 10:31,10808.25,10810.09,10805.07,10809.85,20.405196
2020/9/30 10:32,10809.85,10813.34,10809.84,10812.68,32.285131
2020/9/30 10:33,10812.68,10812.69,10811.11,10811.65,11.200595
2020/9/30 10:34,10811.66,10811.94,10806.66,10807.8,16.072859
2020/9/30 10:35,10807.81,10811.94,10807.8,10811.26,24.014947
2020/9/30 10:36,10811.26,10814.89,10810.33,10812.78,38.942008
2020/9/30 10:37,10812.77,10813.82,10812.77,10813.8,20.988856
2020/9/30 10:38,10813.8,10816.45,10812.53,10814.17,17.15761
2020/9/30 10:39,10814.17,10815.17,10814.16,10815.1,10.115334
