datetime,open,high,low,close,volume,id
2021-03-13 15:43:00,224.83,224.9,224.59,224.7,213960.12179,1615650180
2021-03-13 15:44:00,224.65,224.9,224.58,224.87,28105.03855,1615650240
2021-03-13 15:45:00,224.93,225.42,224.93,225.3,82007.835926,1615650300
2021-03-13 15:46:00,225.24,225.94,225.23,225.94,93396.55724502,1615650360
2021-03-13 15:47:00,225.92,226.47,225.92,226.46,88834.14521792,1615650420
2021-03-13 15:48:00,226.46,226.57,226.23,226.54,98544.551039,1615650480
2021-03-13 15:49:00,226.53,226.86,226.46,226.82,121654.71474823,1615650540
2021-03-13 15:50:00,226.86,226.88,226.66,226.73,35177.36117702,1615650600
2021-03-13 15:51:00,226.73,226.73,226.47,226.67,45170.545506,1615650660
2021-03-13 15:52:00,226.72,226.88,226.64,226.7,99237.343668,1615650720
2021-03-13 15:53:00,226.71,226.71,226.53,226.53,65784.968602,1615650780
2021-03-13 15:54:00,226.58,226.58,226.01,226.27,223363.523346,1615650840
2021-03-13 15:55:00,226.3,226.86,226.26,226.76,104420.98688238728,1615650900
2021-03-13 15:56:00,226.77,226.88,226.61,226.82,72951.06343181309,1615650960
2021-03-13 15:57:00,226.85,227.53,226.85,227.46,199036.69928170272,1615651020
2021-03-13 15:58:00,227.46,227.88,227.37,227.87,291344.72908275697,1615651080
2021-03-13 15:59:00,227.85,228.23,227.19,228.2,540646.47874129,1615651140
2021-03-13 16:00:00,228.18,228.74,227.98,228.63,1909493.761830893,1615651200
2021-03-13 16:01:00,228.68,228.93,228.04,228.75,1743788.1360135514,1615651260
2021-03-13 16:02:00,228.76,229.22,228.23,228.78,2023522.7045351039,1615651320
2021-03-13 16:03:00,228.79,229.44,228.52,229.16,1846320.7555543038,1615651380
2021-03-13 16:04:00,229.18,229.43,228.11,228.43,784319.5400732543,1615651440
2021-03-13 16:05:00,228.43,228.5,227.6,227.72,460475.7152149615,1615651500
2021-03-13 16:06:00,227.72,227.92,227.24,227.43,218208.27083723596,1615651560
2021-03-13 16:07:00,227.42,227.92,227.36,227.51,326574.1626772618,1615651620
2021-03-13 16:08:00,227.51,227.67,227.11,227.56,324287.8109011676,1615651680
2021-03-13 16:09:00,227.56,227.67,226.91,226.96,192030.5563525727,1615651740
2021-03-13 16:10:00,226.96,226.96,226.25,226.83,200819.69680691333,1615651800
2021-03-13 16:11:00,226.78,226.78,226.17,226.28,139217.286115,1615651860
2021-03-13 16:12:00,226.29,226.63,226.29,226.36,117672.466209,1615651920
2021-03-13 16:13:00,226.39,226.44,226.02,226.38,189317.77406458018,1615651980
2021-03-13 16:14:00,226.38,227.25,226.38,226.81,657654.9430179803,1615652040
2021-03-13 16:15:00,226.78,226.96,226.43,226.52,197912.43175744,1615652100
2021-03-13 16:16:00,226.52,226.52,226.01,226.06,135492.5913695,1615652160
2021-03-13 16:17:00,226.1,226.87,226.09,226.46,275476.4116842515,1615652220
2021-03-13 16:18:00,226.48,226.52,226.0,226.03,116825.316235,1615652280
2021-03-13 16:19:00,226.03,226.3,225.71,225.75,173958.18928525,1615652340
2021-03-13 16:20:00,225.75,226.07,225.53,225.54,201694.709308,1615652400
2021-03-13 16:21:00,225.57,225.7,225.36,225.42,164205.3471448377,1615652460
