datetime,open,high,low,close,volume,id
2021-03-13 15:43:00,32.3888,32.412,32.3043,32.3256,252686.30669154535,1615650180
2021-03-13 15:44:00,32.3161,32.3266,32.3057,32.313,17313.005244585955,1615650240
2021-03-13 15:45:00,32.313,32.4,32.313,32.3965,43393.5788652994,1615650300
2021-03-13 15:46:00,32.3888,32.4448,32.381,32.4448,103552.54030998,1615650360
2021-03-13 15:47:00,32.4448,32.468,32.4302,32.431,83041.68088871919,1615650420
2021-03-13 15:48:00,32.4464,32.4734,32.4238,32.4462,65121.17075795239,1615650480
2021-03-13 15:49:00,32.4431,32.4699,32.4234,32.4699,89813.95592026,1615650540
2021-03-13 15:50:00,32.4578,32.5327,32.4578,32.5022,64544.23130541491,1615650600
2021-03-13 15:51:00,32.5018,32.5021,32.45,32.4795,75864.70872862,1615650660
2021-03-13 15:52:00,32.4919,32.5022,32.4648,32.4648,19141.16806057155,1615650720
2021-03-13 15:53:00,32.4657,32.4769,32.455,32.4673,2279.96684826,1615650780
2021-03-13 15:54:00,32.4935,32.4935,32.4049,32.4333,111133.35102213,1615650840
2021-03-13 15:55:00,32.4286,32.4534,32.4286,32.4471,25409.39590719,1615650900
2021-03-13 15:56:00,32.4409,32.5022,32.4409,32.4893,54754.14249372,1615650960
2021-03-13 15:57:00,32.5004,32.5306,32.4863,32.523,26594.69393813,1615651020
2021-03-13 15:58:00,32.5225,32.54,32.5035,32.5053,43934.95725012,1615651080
2021-03-13 15:59:00,32.4993,32.5306,32.4679,32.5122,58126.28762103,1615651140
2021-03-13 16:00:00,32.5179,32.7264,32.5179,32.6867,767694.4551841613,1615651200
2021-03-13 16:01:00,32.6867,32.7603,32.6734,32.7138,348791.2678292913,1615651260
2021-03-13 16:02:00,32.7157,32.8085,32.7118,32.7639,363453.10094460467,1615651320
2021-03-13 16:03:00,32.786,32.8898,32.7711,32.8732,496838.0891599073,1615651380
2021-03-13 16:04:00,32.8742,32.8901,32.7552,32.8041,193280.19479998923,1615651440
2021-03-13 16:05:00,32.8039,32.8163,32.7346,32.7347,78067.32119684,1615651500
2021-03-13 16:06:00,32.7347,32.7755,32.7158,32.7462,57701.725248067036,1615651560
2021-03-13 16:07:00,32.7449,32.8162,32.7173,32.7173,86135.77484619,1615651620
2021-03-13 16:08:00,32.7356,32.7673,32.7,32.7492,90456.09144913,1615651680
2021-03-13 16:09:00,32.7492,32.7492,32.6938,32.7142,93352.45141986,1615651740
2021-03-13 16:10:00,32.729,32.7346,32.7105,32.7257,35948.11840153,1615651800
2021-03-13 16:11:00,32.7275,32.7388,32.7053,32.7217,67868.43897065654,1615651860
2021-03-13 16:12:00,32.7156,32.7388,32.6988,32.7237,110230.44007695334,1615651920
2021-03-13 16:13:00,32.7237,32.7804,32.6938,32.7683,72294.66054912,1615651980
2021-03-13 16:14:00,32.7649,32.8076,32.7395,32.7595,69671.2656995,1615652040
2021-03-13 16:15:00,32.7444,32.7677,32.7142,32.733,86486.98924964,1615652100
2021-03-13 16:16:00,32.733,32.733,32.6649,32.6859,51462.85640291,1615652160
2021-03-13 16:17:00,32.6789,32.7551,32.6658,32.6979,120518.09229694,1615652220
2021-03-13 16:18:00,32.6957,32.6972,32.6326,32.6437,103596.06878952,1615652280
2021-03-13 16:19:00,32.6437,32.7231,32.6437,32.6613,24576.62235469,1615652340
2021-03-13 16:20:00,32.6614,32.677,32.6286,32.6769,77149.20450114,1615652400
2021-03-13 16:21:00,32.6768,32.6937,32.6142,32.6284,83293.86469513,1615652460
2021-03-13 16:22:00,32.6283,32.6469,32.5633,32.5769,182381.92629832,1615652520
2021-03-13 16:23:00,32.5729,32.6122,32.551,32.5581,26778.49131984115,1615652580
2021-03-13 16:24:00,32.5539,32.6123,32.5513,32.5718,42795.56049040628,1615652640
2021-03-13 16:25:00,32.5698,32.5783,32.5388,32.546,22012.12799145,1615652700
2021-03-13 16:26:00,32.5459,32.5759,32.5,32.551,146271.43452269,1615652760
2021-03-13 16:27:00,32.5546,32.5546,32.5,32.519,68718.21475805,1615652820
2021-03-13 16:28:00,32.5253,32.5475,32.5033,32.5306,29030.26080802,1615652880
2021-03-13 16:29:00,32.5325,32.5396,32.5103,32.5186,47696.16074598,1615652940
2021-03-13 16:30:00,32.5102,32.5301,32.4492,32.4662,83140.00739786,1615653000
2021-03-13 16:31:00,32.4773,32.5,32.4548,32.4597,38242.71930731395,1615653060
2021-03-13 16:32:00,32.4597,32.5,32.431,32.5,114547.92492591233,1615653120
2021-03-13 16:33:00,32.4979,32.5416,32.4979,32.5346,58169.19301357,1615653180
2021-03-13 16:34:00,32.5292,32.6331,32.5238,32.6181,84864.57692624,1615653240
2021-03-13 16:35:00,32.6335,32.6489,32.5832,32.5857,70192.62200458,1615653300
2021-03-13 16:36:00,32.5995,32.6278,32.5714,32.6122,32830.75282866,1615653360
2021-03-13 16:37:00,32.6122,32.653,32.6093,32.653,74692.10644447,1615653420
2021-03-13 16:38:00,32.653,32.6592,32.611,32.6308,129841.60029190723,1615653480
2021-03-13 16:39:00,32.6199,32.6859,32.6054,32.6859,81032.0718955,1615653540
2021-03-13 16:40:00,32.6715,32.7073,32.6453,32.6993,96872.73670979,1615653600
2021-03-13 16:41:00,32.6951,32.7378,32.6752,32.7284,31673.7466866,1615653660
2021-03-13 16:42:00,32.7154,32.7289,32.6833,32.7143,23873.05976566905,1615653720
2021-03-13 16:43:00,32.701,32.7051,32.5857,32.6629,86798.83155616789,1615653780
2021-03-13 16:44:00,32.6509,32.698,32.6508,32.698,39054.75021676,1615653840
2021-03-13 16:45:00,32.698,32.7383,32.6874,32.734,22201.36906194,1615653900
2021-03-13 16:46:00,32.7341,32.8163,32.7286,32.8163,23786.73665883,1615653960
2021-03-13 16:47:00,32.8162,32.8261,32.7763,32.8048,65427.98737699,1615654020
2021-03-13 16:48:00,32.8147,32.8367,32.7959,32.8092,40897.43897302,1615654080
2021-03-13 16:49:00,32.8001,32.8163,32.7755,32.8013,24526.156246781633,1615654140
2021-03-13 16:50:00,32.7953,32.8035,32.7277,32.7277,58747.39792836,1615654200
2021-03-13 16:51:00,32.7317,32.8289,32.7276,32.8205,74085.47058909838,1615654260
2021-03-13 16:52:00,32.8205,32.8329,32.745,32.7957,188891.82673126,1615654320
2021-03-13 16:53:00,32.7956,32.814,32.7618,32.7872,23240.19274899074,1615654380
2021-03-13 16:54:00,32.7959,32.8163,32.7728,32.8163,17061.15798889,1615654440
2021-03-13 16:55:00,32.8163,32.8762,32.7864,32.8762,38240.93804307616,1615654500
2021-03-13 16:56:00,32.8559,32.9818,32.8389,32.9817,82012.52058508,1615654560
2021-03-13 16:57:00,32.9734,33.0,32.9387,32.9903,95257.27293229851,1615654620
2021-03-13 16:58:00,32.9875,32.9943,32.9454,32.988,64993.269449517094,1615654680
2021-03-13 16:59:00,32.9943,33.0,32.9405,32.9758,51828.87433915747,1615654740
2021-03-13 17:00:00,32.976,33.0381,32.976,33.0155,109755.48530257355,1615654800
2021-03-13 17:01:00,33.0147,33.0147,32.9196,32.951,112043.48942655,1615654860
2021-03-13 17:02:00,32.9462,32.9772,32.9276,32.9276,27410.562939501622,1615654920
2021-03-13 17:03:00,32.9279,32.959,32.9276,32.9385,19770.81529967,1615654980
2021-03-13 17:04:00,32.9434,32.97,32.9434,32.9561,18477.957129069007,1615655040
2021-03-13 17:05:00,32.9555,32.9575,32.9359,32.9383,17435.01673024,1615655100
2021-03-13 17:06:00,32.9283,32.9499,32.8979,32.9204,66371.35071591585,1615655160
2021-03-13 17:07:00,32.9315,32.9387,32.9105,32.9217,10027.46489558,1615655220
2021-03-13 17:08:00,32.9499,32.9617,32.9231,32.9231,9972.92813445,1615655280
2021-03-13 17:09:00,32.9202,32.9538,32.9048,32.9329,33667.65042218,1615655340
2021-03-13 17:10:00,32.9226,32.9531,32.8889,32.9307,86674.92524252,1615655400
2021-03-13 17:11:00,32.9102,32.9264,32.8888,32.8955,11614.08107438,1615655460
2021-03-13 17:12:00,32.9275,32.9317,32.8589,32.8857,11525.67177448,1615655520
2021-03-13 17:13:00,32.8725,32.8816,32.8284,32.8284,4470.41050515,1615655580
2021-03-13 17:14:00,32.846,32.885,32.8445,32.8623,14919.39603306,1615655640
2021-03-13 17:15:00,32.8377,32.8415,32.8122,32.8122,18755.02918553,1615655700
2021-03-13 17:16:00,32.8121,32.8815,32.812,32.8584,40392.73170567,1615655760
2021-03-13 17:17:00,32.8737,32.8987,32.8402,32.8512,34927.1327944,1615655820
2021-03-13 17:18:00,32.8404,32.8404,32.8,32.8158,13335.51969638,1615655880
2021-03-13 17:19:00,32.8236,32.85,32.7758,32.8458,42850.18910494,1615655940
2021-03-13 17:20:00,32.8458,32.866,32.8247,32.8322,57740.67393233,1615656000
2021-03-13 17:21:00,32.8291,32.8498,32.7874,32.7874,25707.71264422,1615656060
2021-03-13 17:22:00,32.7954,32.8461,32.7954,32.8383,12460.9252258,1615656120
2021-03-13 17:23:00,32.8418,32.8418,32.8103,32.8152,8540.49093297,1615656180
2021-03-13 17:24:00,32.8173,32.8969,32.8102,32.847,115188.87241858,1615656240
2021-03-13 17:25:00,32.8562,32.8562,32.7935,32.8047,30857.91417753,1615656300
2021-03-13 17:26:00,32.8025,32.8026,32.7652,32.769,17284.82337584,1615656360
2021-03-13 17:27:00,32.78,32.8223,32.7347,32.7731,35997.99141862,1615656420
2021-03-13 17:28:00,32.7791,32.8427,32.7509,32.8427,27842.6925197,1615656480
2021-03-13 17:29:00,32.8453,32.8735,32.8383,32.8703,10879.3081181,1615656540
2021-03-13 17:30:00,32.879,32.8829,32.7555,32.7854,14511.61305362,1615656600
2021-03-13 17:31:00,32.7888,32.7936,32.7375,32.7532,24528.87642464,1615656660
2021-03-13 17:32:00,32.7483,32.7718,32.7431,32.764,16082.75162239,1615656720
2021-03-13 17:33:00,32.7744,32.7807,32.7396,32.7441,6726.1489737,1615656780
